matchweek,position,team,league,season
20,15,Genoa,Serie A,2025/2026
20,16,Cagliari,Serie A,2025/2026
20,17,Lecce,Serie A,2025/2026
20,18,Fiorentina,Serie A,2025/2026
20,19,Pisa,Serie A,2025/2026
20,20,Hellas Verona,Serie A,2025/2026
21,1,Inter,Serie A,2025/2026
21,2,AC Milan,Serie A,2025/2026
21,3,Napoli,Serie A,2025/2026
21,4,Roma,Serie A,2025/2026
21,5,Juventus,Serie A,2025/2026
21,6,Como,Serie A,2025/2026
21,7,Atalanta,Serie A,2025/2026
21,8,Bologna,Serie A,2025/2026
21,9,Lazio,Serie A,2025/2026
21,10,Udinese,Serie A,2025/2026
21,11,Torino,Serie A,2025/2026
21,12,Parma,Serie A,2025/2026
21,13,Cremonese,Serie A,2025/2026
21,14,Sassuolo,Serie A,2025/2026
21,15,Cagliari,Serie A,2025/2026
21,16,Genoa,Serie A,2025/2026
21,17,Lecce,Serie A,2025/2026
21,18,Fiorentina,Serie A,2025/2026
21,19,Pisa,Serie A,2025/2026
21,20,Hellas Verona,Serie A,2025/2026
22,1,Inter,Serie A,2025/2026
22,2,AC Milan,Serie A,2025/2026
22,3,Napoli,Serie A,2025/2026
22,4,Roma,Serie A,2025/2026
22,5,Juventus,Serie A,2025/2026
22,6,Como,Serie A,2025/2026
22,7,Atalanta,Serie A,2025/2026
22,8,Bologna,Serie A,2025/2026
22,9,Lazio,Serie A,2025/2026
22,10,Udinese,Serie A,2025/2026
22,11,Sassuolo,Serie A,2025/2026
22,12,Cagliari,Serie A,2025/2026
22,13,Torino,Serie A,2025/2026
22,14,Parma,Serie A,2025/2026
22,15,Cremonese,Serie A,2025/2026
22,16,Genoa,Serie A,2025/2026
22,17,Lecce,Serie A,2025/2026
22,18,Fiorentina,Serie A,2025/2026
22,19,Hellas Verona,Serie A,2025/2026
22,20,Pisa,Serie A,2025/2026
23,1,Inter,Serie A,2025/2026
23,2,AC Milan,Serie A,2025/2026
23,3,Napoli,Serie A,2025/2026
23,4,Juventus,Serie A,2025/2026
23,5,Roma,Serie A,2025/2026
23,6,Como,Serie A,2025/2026
23,7,Atalanta,Serie A,2025/2026
23,8,Lazio,Serie A,2025/2026
23,9,Udinese,Serie A,2025/2026
23,10,Bologna,Serie A,2025/2026
23,11,Sassuolo,Serie A,2025/2026
23,12,Cagliari,Serie A,2025/2026
23,13,Torino,Serie A,2025/2026
23,14,Cremonese,Serie A,2025/2026
23,15,Parma,Serie A,2025/2026
23,16,Genoa,Serie A,2025/2026
23,17,Lecce,Serie A,2025/2026
23,18,Fiorentina,Serie A,2025/2026
23,19,Pisa,Serie A,2025/2026
23,20,Hellas Verona,Serie A,2025/2026
24,1,Inter,Serie A,2025/2026
24,2,AC Milan,Serie A,2025/2026
24,3,Napoli,Serie A,2025/2026
24,4,Juventus,Serie A,2025/2026
24,5,Roma,Serie A,2025/2026
24,6,Como,Serie A,2025/2026
24,7,Atalanta,Serie A,2025/2026
24,8,Lazio,Serie A,2025/2026
24,9,Udinese,Serie A,2025/2026
24,10,Bologna,Serie A,2025/2026
24,11,Sassuolo,Serie A,2025/2026
24,12,Cagliari,Serie A,2025/2026
24,13,Torino,Serie A,2025/2026
24,14,Parma,Serie A,2025/2026
24,15,Cremonese,Serie A,2025/2026
24,16,Genoa,Serie A,2025/2026
24,17,Lecce,Serie A,2025/2026
24,18,Fiorentina,Serie A,2025/2026
24,19,Pisa,Serie A,2025/2026
24,20,Hellas Verona,Serie A,2025/2026
25,1,Inter,Serie A,2025/2026
25,2,AC Milan,Serie A,2025/2026
25,3,Napoli,Serie A,2025/2026
25,4,Roma,Serie A,2025/2026
25,5,Juventus,Serie A,2025/2026
25,6,Como,Serie A,2025/2026
25,7,Atalanta,Serie A,2025/2026
25,8,Bologna,Serie A,2025/2026
25,9,Lazio,Serie A,2025/2026
25,10,Sassuolo,Serie A,2025/2026
25,11,Udinese,Serie A,2025/2026
25,12,Parma,Serie A,2025/2026
25,13,Cagliari,Serie A,2025/2026
25,14,Torino,Serie A,2025/2026
25,15,Cremonese,Serie A,2025/2026
25,16,Genoa,Serie A,2025/2026
25,17,Lecce,Serie A,2025/2026
25,18,Fiorentina,Serie A,2025/2026
25,19,Pisa,Serie A,2025/2026
25,20,Hellas Verona,Serie A,2025/2026
26,1,Inter,Serie A,2025/2026
26,2,AC Milan,Serie A,2025/2026
26,3,Napoli,Serie A,2025/2026
26,4,Roma,Serie A,2025/2026
26,5,Juventus,Serie A,2025/2026
26,6,Como,Serie A,2025/2026
26,7,Atalanta,Serie A,2025/2026
26,8,Bologna,Serie A,2025/2026
26,9,Sassuolo,Serie A,2025/2026
26,10,Lazio,Serie A,2025/2026
26,11,Udinese,Serie A,2025/2026
26,12,Parma,Serie A,2025/2026
26,13,Cagliari,Serie A,2025/2026
26,14,Genoa,Serie A,2025/2026
26,15,Torino,Serie A,2025/2026
26,16,Cremonese,Serie A,2025/2026
26,17,Fiorentina,Serie A,2025/2026
26,18,Lecce,Serie A,2025/2026
26,19,Pisa,Serie A,2025/2026
26,20,Hellas Verona,Serie A,2025/2026
27,1,Inter,Serie A,2025/2026
27,2,AC Milan,Serie A,2025/2026
27,3,Napoli,Serie A,2025/2026
27,4,Roma,Serie A,2025/2026
27,5,Como,Serie A,2025/2026
27,6,Juventus,Serie A,2025/2026
27,7,Atalanta,Serie A,2025/2026
27,8,Bologna,Serie A,2025/2026
27,9,Sassuolo,Serie A,2025/2026
27,10,Udinese,Serie A,2025/2026
27,11,Lazio,Serie A,2025/2026
27,12,Parma,Serie A,2025/2026
27,13,Cagliari,Serie A,2025/2026
27,14,Torino,Serie A,2025/2026
27,15,Genoa,Serie A,2025/2026
27,16,Cremonese,Serie A,2025/2026
27,17,Fiorentina,Serie A,2025/2026
27,18,Lecce,Serie A,2025/2026
27,19,Pisa,Serie A,2025/2026
27,20,Hellas Verona,Serie A,2025/2026
28,1,Inter,Serie A,2025/2026
28,2,AC Milan,Serie A,2025/2026
28,3,Napoli,Serie A,2025/2026
28,4,Roma,Serie A,2025/2026
28,5,Como,Serie A,2025/2026
28,6,Juventus,Serie A,2025/2026
28,7,Atalanta,Serie A,2025/2026
28,8,Bologna,Serie A,2025/2026
28,9,Sassuolo,Serie A,2025/2026
28,10,Lazio,Serie A,2025/2026
28,11,Udinese,Serie A,2025/2026
28,12,Parma,Serie A,2025/2026
28,13,Genoa,Serie A,2025/2026
28,14,Cagliari,Serie A,2025/2026
28,15,Torino,Serie A,2025/2026
28,16,Lecce,Serie A,2025/2026
28,17,Fiorentina,Serie A,2025/2026
28,18,Cremonese,Serie A,2025/2026
28,19,Hellas Verona,Serie A,2025/2026
28,20,Pisa,Serie A,2025/2026
29,1,Inter,Serie A,2025/2026
29,2,AC Milan,Serie A,2025/2026
29,3,Napoli,Serie A,2025/2026
29,4,Como,Serie A,2025/2026
29,5,Juventus,Serie A,2025/2026
29,6,Roma,Serie A,2025/2026
29,7,Atalanta,Serie A,2025/2026
29,8,Bologna,Serie A,2025/2026
29,9,Lazio,Serie A,2025/2026
29,10,Sassuolo,Serie A,2025/2026
29,11,Udinese,Serie A,2025/2026
29,12,Parma,Serie A,2025/2026
29,13,Genoa,Serie A,2025/2026
29,14,Torino,Serie A,2025/2026
29,15,Cagliari,Serie A,2025/2026
29,16,Fiorentina,Serie A,2025/2026
29,17,Lecce,Serie A,2025/2026
29,18,Cremonese,Serie A,2025/2026
29,19,Pisa,Serie A,2025/2026
29,20,Hellas Verona,Serie A,2025/2026
30,1,Inter,Serie A,2025/2026
30,2,AC Milan,Serie A,2025/2026
30,3,Napoli,Serie A,2025/2026
30,4,Como,Serie A,2025/2026
30,5,Juventus,Serie A,2025/2026
30,6,Roma,Serie A,2025/2026
30,7,Atalanta,Serie A,2025/2026
30,8,Lazio,Serie A,2025/2026
30,9,Bologna,Serie A,2025/2026
30,10,Sassuolo,Serie A,2025/2026
30,11,Udinese,Serie A,2025/2026
30,12,Parma,Serie A,2025/2026
30,13,Genoa,Serie A,2025/2026
30,14,Torino,Serie A,2025/2026
30,15,Cagliari,Serie A,2025/2026
30,16,Fiorentina,Serie A,2025/2026
30,17,Cremonese,Serie A,2025/2026
30,18,Lecce,Serie A,2025/2026
30,19,Hellas Verona,Serie A,2025/2026
30,20,Pisa,Serie A,2025/2026
31,1,Inter,Serie A,2025/2026
31,2,Napoli,Serie A,2025/2026
31,3,AC Milan,Serie A,2025/2026
31,4,Como,Serie A,2025/2026
31,5,Juventus,Serie A,2025/2026
31,6,Roma,Serie A,2025/2026
31,7,Atalanta,Serie A,2025/2026
31,8,Bologna,Serie A,2025/2026
31,9,Lazio,Serie A,2025/2026
31,10,Sassuolo,Serie A,2025/2026
31,11,Udinese,Serie A,2025/2026
31,12,Torino,Serie A,2025/2026
31,13,Parma,Serie A,2025/2026
31,14,Genoa,Serie A,2025/2026
31,15,Fiorentina,Serie A,2025/2026
31,16,Cagliari,Serie A,2025/2026
31,17,Cremonese,Serie A,2025/2026
31,18,Lecce,Serie A,2025/2026
31,19,Hellas Verona,Serie A,2025/2026
31,20,Pisa,Serie A,2025/2026
32,1,Inter,Serie A,2025/2026
32,2,Napoli,Serie A,2025/2026
32,3,AC Milan,Serie A,2025/2026
32,4,Juventus,Serie A,2025/2026
32,5,Como,Serie A,2025/2026
32,6,Roma,Serie A,2025/2026
32,7,Atalanta,Serie A,2025/2026
32,8,Bologna,Serie A,2025/2026
32,9,Lazio,Serie A,2025/2026
32,10,Udinese,Serie A,2025/2026
32,11,Sassuolo,Serie A,2025/2026
32,12,Torino,Serie A,2025/2026
32,13,Genoa,Serie A,2025/2026
32,14,Parma,Serie A,2025/2026
32,15,Fiorentina,Serie A,2025/2026
32,16,Cagliari,Serie A,2025/2026
32,17,Cremonese,Serie A,2025/2026
32,18,Lecce,Serie A,2025/2026
32,19,Hellas Verona,Serie A,2025/2026
32,20,Pisa,Serie A,2025/2026
33,1,Inter,Serie A,2025/2026
33,2,AC Milan,Serie A,2025/2026
33,3,Napoli,Serie A,2025/2026
33,4,Juventus,Serie A,2025/2026
33,5,Como,Serie A,2025/2026
33,6,Roma,Serie A,2025/2026
33,7,Atalanta,Serie A,2025/2026
33,8,Bologna,Serie A,2025/2026
33,9,Lazio,Serie A,2025/2026
33,10,Sassuolo,Serie A,2025/2026
33,11,Udinese,Serie A,2025/2026
33,12,Torino,Serie A,2025/2026
33,13,Genoa,Serie A,2025/2026
33,14,Parma,Serie A,2025/2026
33,15,Fiorentina,Serie A,2025/2026
33,16,Cagliari,Serie A,2025/2026
33,17,Cremonese,Serie A,2025/2026
33,18,Lecce,Serie A,2025/2026
33,19,Hellas Verona,Serie A,2025/2026
33,20,Pisa,Serie A,2025/2026
34,1,Inter,Serie A,2025/2026
34,2,Napoli,Serie A,2025/2026
34,3,AC Milan,Serie A,2025/2026
34,4,Juventus,Serie A,2025/2026
34,5,Como,Serie A,2025/2026
34,6,Roma,Serie A,2025/2026
34,7,Atalanta,Serie A,2025/2026
34,8,Lazio,Serie A,2025/2026
34,9,Bologna,Serie A,2025/2026
34,10,Sassuolo,Serie A,2025/2026
34,11,Udinese,Serie A,2025/2026
34,12,Parma,Serie A,2025/2026
34,13,Torino,Serie A,2025/2026
34,14,Genoa,Serie A,2025/2026
34,15,Fiorentina,Serie A,2025/2026
34,16,Cagliari,Serie A,2025/2026
34,17,Lecce,Serie A,2025/2026
34,18,Cremonese,Serie A,2025/2026
34,19,Hellas Verona,Serie A,2025/2026
34,20,Pisa,Serie A,2025/2026
35,1,Inter,Serie A,2025/2026
35,2,Napoli,Serie A,2025/2026
35,3,AC Milan,Serie A,2025/2026
35,4,Juventus,Serie A,2025/2026
35,5,Roma,Serie A,2025/2026
35,6,Como,Serie A,2025/2026
35,7,Atalanta,Serie A,2025/2026
35,8,Lazio,Serie A,2025/2026
35,9,Bologna,Serie A,2025/2026
35,10,Sassuolo,Serie A,2025/2026
35,11,Udinese,Serie A,2025/2026
35,12,Parma,Serie A,2025/2026
35,13,Torino,Serie A,2025/2026
35,14,Genoa,Serie A,2025/2026
35,15,Cagliari,Serie A,2025/2026
35,16,Fiorentina,Serie A,2025/2026
35,17,Lecce,Serie A,2025/2026
35,18,Cremonese,Serie A,2025/2026
35,19,Hellas Verona,Serie A,2025/2026
35,20,Pisa,Serie A,2025/2026
36,1,Inter,Serie A,2025/2026
36,2,Napoli,Serie A,2025/2026
36,3,Juventus,Serie A,2025/2026
36,4,AC Milan,Serie A,2025/2026
36,5,Roma,Serie A,2025/2026
36,6,Como,Serie A,2025/2026
36,7,Atalanta,Serie A,2025/2026
36,8,Bologna,Serie A,2025/2026
36,9,Lazio,Serie A,2025/2026
36,10,Udinese,Serie A,2025/2026
36,11,Sassuolo,Serie A,2025/2026
36,12,Torino,Serie A,2025/2026
36,13,Parma,Serie A,2025/2026
36,14,Genoa,Serie A,2025/2026
36,15,Fiorentina,Serie A,2025/2026
36,16,Cagliari,Serie A,2025/2026
36,17,Lecce,Serie A,2025/2026
36,18,Cremonese,Serie A,2025/2026
36,19,Hellas Verona,Serie A,2025/2026
36,20,Pisa,Serie A,2025/2026
37,1,Inter,Serie A,2025/2026
37,2,Napoli,Serie A,2025/2026
37,3,AC Milan,Serie A,2025/2026
37,4,Roma,Serie A,2025/2026
37,5,Como,Serie A,2025/2026
37,6,Juventus,Serie A,2025/2026
37,7,Atalanta,Serie A,2025/2026
37,8,Bologna,Serie A,2025/2026
37,9,Lazio,Serie A,2025/2026
37,10,Udinese,Serie A,2025/2026
37,11,Sassuolo,Serie A,2025/2026
37,12,Torino,Serie A,2025/2026
37,13,Parma,Serie A,2025/2026
37,14,Genoa,Serie A,2025/2026
37,15,Fiorentina,Serie A,2025/2026
37,16,Cagliari,Serie A,2025/2026
37,17,Lecce,Serie A,2025/2026
37,18,Cremonese,Serie A,2025/2026
37,19,Hellas Verona,Serie A,2025/2026
37,20,Pisa,Serie A,2025/2026
38,1,Inter,Serie A,2025/2026
38,2,Napoli,Serie A,2025/2026
38,3,Roma,Serie A,2025/2026
38,4,Como,Serie A,2025/2026
38,5,AC Milan,Serie A,2025/2026
38,6,Juventus,Serie A,2025/2026
38,7,Atalanta,Serie A,2025/2026
38,8,Bologna,Serie A,2025/2026
38,9,Lazio,Serie A,2025/2026
38,10,Udinese,Serie A,2025/2026
38,11,Sassuolo,Serie A,2025/2026
38,12,Torino,Serie A,2025/2026
38,13,Parma,Serie A,2025/2026
38,14,Cagliari,Serie A,2025/2026
38,15,Fiorentina,Serie A,2025/2026
38,16,Genoa,Serie A,2025/2026
38,17,Lecce,Serie A,2025/2026
38,18,Cremonese,Serie A,2025/2026
38,19,Hellas Verona,Serie A,2025/2026
38,20,Pisa,Serie A,2025/2026
